Temporada,Ronda,Wk,Dia,Fecha,Hora,Local,Resultado,Visitante,Público,Evento,Árbitro,Reporte,Notas
Temporada,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2022-2023,Group stage,3,Tue,2022-10-04,21:00,Interit,1–0,esBarcelona,"71,368",Stadio Giuseppe Meazza,Slavko Vinčič,Match Report,
2022-2023,Group stage,3,Tue,2022-10-04,21:00,Ajaxnl,1–6,itNapoli,"52,896",Johan Cruyff ArenA,François Letexier,Match Report,
2022-2023,Group stage,3,Tue,2022-10-04,21:00,Club Bruggebe,2–0,esAtlético Madrid,"25,667",Jan Breydelstadion,István Kovács,Match Report,
2022-2023,Group stage,3,Wed,2022-10-05,18:45,RB Leipzigde,3–1,sctCeltic,"45,228",Red Bull Arena,Espen Andreas Eskås,Match Report,
2022-2023,Group stage,3,Wed,2022-10-05,18:45,RB Salzburgat,1–0,hrDinamo Zagreb,"28,864",Red Bull Arena,Andris Treimanis,Match Report,
2022-2023,Group stage,3,Wed,2022-10-05,20:00,Chelseaeng,3–0,itMilan,"39,537",Stamford Bridge,Danny Makkelie,Match Report,
2022-2023,Group stage,3,Wed,2022-10-05,20:00,Benficapt,1–1,frParis S-G,"62,295",Estádio do Sport Lisboa e Benfica,Jesús Gil,Match Report,
2022-2023,Group stage,3,Wed,2022-10-05,20:00,Manchester Cityeng,5–0,dkFC Copenhagen,"51,765",Etihad Stadium,Donatas Rumšas,Match Report,
2022-2023,Group stage,3,Wed,2022-10-05,21:00,Real Madrides,2–1,uaShakhtar,"56,011",Estadio Santiago Bernabéu,Ivan Kružliak,Match Report,
2022-2023,Group stage,3,Wed,2022-10-05,21:00,Sevillaes,1–4,deDortmund,"34,598",Estadio Ramón Sánchez Pizjuán,Maurizio Mariani,Match Report,
2022-2023,Group stage,3,Wed,2022-10-05,21:00,Juventusit,3–1,ilMaccabi Haifa,"28,498",Allianz Stadium,Sandro Schärer,Match Report,
2022-2023,,,,,,,,,,,,,
2022-2023,Group stage,4,Tue,2022-10-11,18:45,FC Copenhagendk,0–0,engManchester City,"35,447",Parken,Artur Dias,Match Report,
2022-2023,Group stage,4,Tue,2022-10-11,19:45,Maccabi Haifail,2–0,itJuventus,"30,074",Sammy Ofer Stadium,Antonio Matéu,Match Report,
2022-2023,Group stage,4,Tue,2022-10-11,20:00,Celticsct,0–2,deRB Leipzig,"57,565",Celtic Park,Halil Umut Meler,Match Report,
2022-2023,Group stage,4,Tue,2022-10-11,21:00,Dortmundde,1–1,esSevilla,"81,000",Signal Iduna Park,Srđan Jovanović,Match Report,
2022-2023,Group stage,4,Tue,2022-10-11,21:00,Paris S-Gfr,1–1,ptBenfica,"46,435",Parc des Princes,Michael Oliver,Match Report,
2022-2023,Group stage,4,Tue,2022-10-11,21:00,Milanit,0–2,engChelsea,"75,051",Stadio Giuseppe Meazza,Daniel Siebert,Match Report,
2022-2023,Group stage,4,Tue,2022-10-11,21:00,Dinamo Zagrebhr,1–1,atRB Salzburg,"20,779",Stadion Maksimir,Tobias Stieler,Match Report,
2022-2023,Group stage,4,Tue,2022-10-11,22:00,Shakhtarua,1–1,esReal Madrid,"29,030",Stadion Miejski Legii Warszawa im. Marsz...,Orel Grinfeeld,Match Report,
2022-2023,Group stage,4,Wed,2022-10-12,18:45,Napoliit,4–2,nlAjax,"52,229",Stadio Diego Armando Maradona,Felix Zwayer,Match Report,
2022-2023,Group stage,4,Wed,2022-10-12,18:45,Atlético Madrides,0–0,beClub Brugge,"60,810",Estadio Cívitas Metropolitano,Danny Makkelie,Match Report,
2022-2023,Group stage,4,Wed,2022-10-12,20:00,Sporting CPpt,0–2,frMarseille,"38,126",Estádio José Alvalade,Alejandro Hernández,Match Report,
2022-2023,Group stage,4,Wed,2022-10-12,20:00,Rangerssct,1–7,engLiverpool,"48,820",Ibrox Stadium,Slavko Vinčič,Match Report,
2022-2023,Group stage,4,Wed,2022-10-12,20:00,Tottenhameng,3–2,deEint Frankfurt,"55,180",Tottenham Hotspur Stadium,Carlos del Cerro,Match Report,
2022-2023,Group stage,4,Wed,2022-10-12,21:00,Viktoria Plzeňcz,2–4,deBayern Munich,"11,326",Doosan Arena,Bartosz Frankowski,Match Report,
2022-2023,Group stage,4,Wed,2022-10-12,21:00,Leverkusende,0–3,ptPorto,"30,210",BayArena,István Kovács,Match Report,
2022-2023,Group stage,4,Wed,2022-10-12,21:00,Barcelonaes,3–3,itInter,"92,302",Camp Nou,Szymon Marciniak,Match Report,
2022-2023,,,,,,,,,,,,,
2022-2023,Group stage,5,Tue,2022-10-25,18:45,Sevillaes,3–0,dkFC Copenhagen,"29,884",Estadio Ramón Sánchez Pizjuán,Benoît Bastien,Match Report,
2022-2023,Group stage,5,Tue,2022-10-25,18:45,RB Salzburgat,1–2,engChelsea,"29,520",Red Bull Arena,Sandro Schärer,Match Report,
2022-2023,Group stage,5,Tue,2022-10-25,20:00,Benficapt,4–3,itJuventus,"60,131",Estádio do Sport Lisboa e Benfica,Srđan Jovanović,Match Report,
2022-2023,Group stage,5,Tue,2022-10-25,20:00,Celticsct,1–1,uaShakhtar,"57,478",Celtic Park,Serdar Gözübüyük,Match Report,
2022-2023,Group stage,5,Tue,2022-10-25,21:00,Paris S-Gfr,7–2,ilMaccabi Haifa,"46,435",Parc des Princes,Felix Zwayer,Match Report,
2022-2023,Group stage,5,Tue,2022-10-25,21:00,Dortmundde,0–0,engManchester City,"81,000",Signal Iduna Park,Davide Massa,Match Report,
2022-2023,Group stage,5,Tue,2022-10-25,21:00,RB Leipzigde,3–2,esReal Madrid,"45,228",Red Bull Arena,Daniele Orsato,Match Report,
2022-2023,Group stage,5,Tue,2022-10-25,21:00,Dinamo Zagrebhr,0–4,itMilan,"20,572",Stadion Maksimir,Szymon Marciniak,Match Report,
2022-2023,Group stage,5,Wed,2022-10-26,18:45,Club Bruggebe,0–4,ptPorto,"26,144",Jan Breydelstadion,Michael Oliver,Match Report,
2022-2023,Group stage,5,Wed,2022-10-26,18:45,Interit,4–0,czViktoria Plzeň,"71,849",Stadio Giuseppe Meazza,Andreas Ekberg,Match Report,
2022-2023,Group stage,5,Wed,2022-10-26,20:00,Tottenhameng,1–1,ptSporting CP,"59,588",Tottenham Hotspur Stadium,Danny Makkelie,Match Report,
2022-2023,Group stage,5,Wed,2022-10-26,21:00,Eint Frankfurtde,2–1,frMarseille,"48,700",Deutsche Bank Park,Jesús Gil,Match Report,
2022-2023,Group stage,5,Wed,2022-10-26,21:00,Atlético Madrides,2–2,deLeverkusen,"63,803",Estadio Cívitas Metropolitano,Clément Turpin,Match Report,
2022-2023,Group stage,5,Wed,2022-10-26,21:00,Barcelonaes,0–3,deBayern Munich,"84,016",Camp Nou,Anthony Taylor,Match Report,
2022-2023,Group stage,5,Wed,2022-10-26,21:00,Ajaxnl,0–3,engLiverpool,"53,327",Johan Cruyff ArenA,José Sánchez,Match Report,
2022-2023,Group stage,5,Wed,2022-10-26,21:00,Napoliit,3–0,sctRangers,"39,835",Stadio Diego Armando Maradona,Halil Umut Meler,Match Report,
2022-2023,,,,,,,,,,,,,
2022-2023,Group stage,6,Tue,2022-11-01,17:45,Portopt,2–1,esAtlético Madrid,"47,546",Estádio Do Dragão,Daniele Orsato,Match Report,
2022-2023,Group stage,6,Tue,2022-11-01,18:45,Leverkusende,0–0,beClub Brugge,"30,210",BayArena,Maurizio Mariani,Match Report,
2022-2023,Group stage,6,Tue,2022-11-01,20:00,Liverpooleng,2–0,itNapoli,"52,077",Anfield,Tobias Stieler,Match Report,
2022-2023,Group stage,6,Tue,2022-11-01,20:00,Rangerssct,1–3,nlAjax,"48,817",Ibrox Stadium,Glenn Nyberg,Match Report,
2022-2023,Group stage,6,Tue,2022-11-01,20:00,Sporting CPpt,1–2,deEint Frankfurt,"41,744",Estádio José Alvalade,Slavko Vinčič,Match Report,
2022-2023,Group stage,6,Tue,2022-11-01,21:00,Marseillefr,1–2,engTottenham,"50,768",Orange Vélodrome,Szymon Marciniak,Match Report,
2022-2023,Group stage,6,Tue,2022-11-01,21:00,Bayern Munichde,2–0,itInter,"75,000",Allianz Arena,Ivan Kružliak,Match Report,
2022-2023,Group stage,6,Tue,2022-11-01,21:00,Viktoria Plzeňcz,2–4,esBarcelona,"11,258",Doosan Arena,Radu Petrescu,Match Report,
2022-2023,Group stage,6,Wed,2022-11-02,18:45,Real Madrides,5–1,sctCeltic,"52,511",Estadio Santiago Bernabéu,Stéphanie Frappart,Match Report,
2022-2023,Group stage,6,Wed,2022-11-02,19:45,Shakhtarua,0–4,deRB Leipzig,"26,045",Stadion Miejski Legii Warszawa im. Marsz...,Michael Oliver,Match Report,
2022-2023,Group stage,6,Wed,2022-11-02,20:00,Manchester Cityeng,3–1,esSevilla,"51,610",Etihad Stadium,Orel Grinfeeld,Match Report,
2022-2023,Group stage,6,Wed,2022-11-02,20:00,Chelseaeng,2–1,hrDinamo Zagreb,"39,392",Stamford Bridge,François Letexier,Match Report,
2022-2023,Group stage,6,Wed,2022-11-02,21:00,FC Copenhagendk,1–1,deDortmund,"31,900",Parken,Əliyar Ağayev,Match Report,
2022-2023,Group stage,6,Wed,2022-11-02,21:00,Juventusit,1–2,frParis S-G,"41,089",Allianz Stadium,Carlos del Cerro,Match Report,
2022-2023,Group stage,6,Wed,2022-11-02,21:00,Milanit,4–0,atRB Salzburg,"74,292",Stadio Giuseppe Meazza,Antonio Matéu,Match Report,
2022-2023,Group stage,6,Wed,2022-11-02,22:00,Maccabi Haifail,1–6,ptBenfica,"30,464",Sammy Ofer Stadium,Anthony Taylor,Match Report,
2022-2023,,,,,,,,,,,,,
2022-2023,Round of 16,,Tue,2023-02-14,21:00,Paris S-Gfr,0–1,deBayern Munich,"46,435",Parc des Princes,Michael Oliver,Match Report,Leg 1 of 2
2022-2023,Round of 16,,Tue,2023-02-14,21:00,Milanit,1–0,engTottenham,"74,320",Stadio Giuseppe Meazza,Sandro Schärer,Match Report,Leg 1 of 2
2022-2023,Round of 16,,Wed,2023-02-15,21:00,Dortmundde,1–0,engChelsea,"81,365",Signal Iduna Park,Jesús Gil,Match Report,Leg 1 of 2
2022-2023,Round of 16,,Wed,2023-02-15,21:00,Club Bruggebe,0–2,ptBenfica,"24,136",Jan Breydelstadion,Davide Massa,Match Report,Leg 1 of 2
2022-2023,Round of 16,,Tue,2023-02-21,20:00,Liverpooleng,2–5,esReal Madrid,"52,337",Anfield,István Kovács,Match Report,Leg 1 of 2
2022-2023,Round of 16,,Tue,2023-02-21,21:00,Eint Frankfurtde,0–2,itNapoli,"47,500",Deutsche Bank Park,Artur Dias,Match Report,Leg 1 of 2
2022-2023,Round of 16,,Wed,2023-02-22,21:00,RB Leipzigde,1–1,engManchester City,"45,228",Red Bull Arena,Serdar Gözübüyük,Match Report,Leg 1 of 2
2022-2023,Round of 16,,Wed,2023-02-22,21:00,Interit,1–0,ptPorto,"75,374",Stadio Giuseppe Meazza,Srđan Jovanović,Match Report,Leg 1 of 2
2022-2023,Round of 16,,Tue,2023-03-07,20:00,Chelseaeng,2–0,deDortmund,"38,882",Stamford Bridge,Danny Makkelie,Match Report,Leg 2 of 2; Chelsea won
2022-2023,Round of 16,,Tue,2023-03-07,20:00,Benficapt,5–1,beClub Brugge,"60,960",Estádio do Sport Lisboa e Benfica,Halil Umut Meler,Match Report,Leg 2 of 2; Benfica won
2022-2023,Round of 16,,Wed,2023-03-08,20:00,Tottenhameng,0–0,itMilan,"61,602",Tottenham Hotspur Stadium,Clément Turpin,Match Report,Leg 2 of 2; Milan won
2022-2023,Round of 16,,Wed,2023-03-08,21:00,Bayern Munichde,2–0,frParis S-G,"75,000",Allianz Arena,Daniele Orsato,Match Report,Leg 2 of 2; Bayern Munich won
2022-2023,Round of 16,,Tue,2023-03-14,20:00,Portopt,0–0,itInter,"48,015",Estádio Do Dragão,Szymon Marciniak,Match Report,Leg 2 of 2; Inter won
2022-2023,Round of 16,,Tue,2023-03-14,20:00,Manchester Cityeng,7–0,deRB Leipzig,"52,038",Etihad Stadium,Slavko Vinčič,Match Report,Leg 2 of 2; Manchester City won
2022-2023,Round of 16,,Wed,2023-03-15,21:00,Napoliit,3–0,deEint Frankfurt,"49,082",Stadio Diego Armando Maradona,Anthony Taylor,Match Report,Leg 2 of 2; Napoli won
2022-2023,Round of 16,,Wed,2023-03-15,21:00,Real Madrides,1–0,engLiverpool,"63,127",Estadio Santiago Bernabéu,Felix Zwayer,Match Report,Leg 2 of 2; Real Madrid won
2022-2023,Quarter-finals,,Tue,2023-04-11,20:00,Benficapt,0–2,itInter,"62,594",Estádio da Luz (1954),Michael Oliver,Match Report,Leg 1 of 2
2022-2023,Quarter-finals,,Tue,2023-04-11,20:00,Manchester Cityeng,3–0,deBayern Munich,"52,257",Etihad Stadium,Jesús Gil,Match Report,Leg 1 of 2
2022-2023,Quarter-finals,,Wed,2023-04-12,21:00,Real Madrides,2–0,engChelsea,"63,142",Estadio Santiago Bernabéu,François Letexier,Match Report,Leg 1 of 2
2022-2023,Quarter-finals,,Wed,2023-04-12,21:00,Milanit,1–0,itNapoli,"74,742",Stadio Giuseppe Meazza,István Kovács,Match Report,Leg 1 of 2
2022-2023,Quarter-finals,,Tue,2023-04-18,20:00,Chelseaeng,0–2,esReal Madrid,"39,453",Stamford Bridge,Daniele Orsato,Match Report,Leg 2 of 2; Real Madrid won
2022-2023,Quarter-finals,,Tue,2023-04-18,21:00,Napoliit,1–1,itMilan,"52,728",Stadio Diego Armando Maradona,Szymon Marciniak,Match Report,Leg 2 of 2; Milan won
2022-2023,Quarter-finals,,Wed,2023-04-19,21:00,Bayern Munichde,1–1,engManchester City,"75,000",Allianz Arena,Clément Turpin,Match Report,Leg 2 of 2; Manchester City won
2022-2023,Quarter-finals,,Wed,2023-04-19,21:00,Interit,3–3,ptBenfica,"75,380",Stadio Giuseppe Meazza,Carlos del Cerro,Match Report,Leg 2 of 2; Inter won
2022-2023,Semi-finals,,Tue,2023-05-09,21:00,Real Madrides,1–1,engManchester City,"63,485",Estadio Santiago Bernabéu,Artur Dias,Match Report,Leg 1 of 2
2022-2023,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2022-2023,Semi-finals,,Wed,2023-05-10,21:00,Milanit,0–2,itInter,"75,532",Stadio Giuseppe Meazza,Jesús Gil,Match Report,Leg 1 of 2
2022-2023,Semi-finals,,Tue,2023-05-16,21:00,Interit,1–0,itMilan,"75,567",Stadio Giuseppe Meazza,Clément Turpin,Match Report,Leg 2 of 2; Inter won
2022-2023,Semi-finals,,Wed,2023-05-17,20:00,Manchester Cityeng,4–0,esReal Madrid,"52,313",Etihad Stadium,Szymon Marciniak,Match Report,Leg 2 of 2; Manchester City won
2022-2023,Final,,Sat,2023-06-10,22:00,Manchester Cityeng,1–0,itInter,"71,412",Atatürk Olimpiyat Stadı (Neutral Site),Szymon Marciniak,Match Report,
Temporada,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2021-2022,Group stage,1,Tue,2021-09-14,18:45,Sevillaes,1–1,atRB Salzburg,"18,373",Estadio Ramón Sánchez Pizjuán,Aliaksei Kulbakou,Match Report,
2021-2022,Group stage,1,Tue,2021-09-14,18:45,Young Boysch,2–1,engManchester Utd,"31,120",Wankdorfstadion,François Letexier,Match Report,
2021-2022,Group stage,1,Tue,2021-09-14,20:00,Chelseaeng,1–0,ruZenit,"39,252",Stamford Bridge,Bartosz Frankowski,Match Report,
2021-2022,Group stage,1,Tue,2021-09-14,21:00,Villarreales,2–2,itAtalanta,"12,916",Estadio de la Cerámica,Clément Turpin,Match Report,
2021-2022,Group stage,1,Tue,2021-09-14,21:00,Barcelonaes,0–3,deBayern Munich,"39,737",Camp Nou,Michael Oliver,Match Report,
2021-2022,Group stage,1,Tue,2021-09-14,21:00,Lillefr,0–0,deWolfsburg,"34,314",Stade Pierre-Mauroy,Danny Makkelie,Match Report,
2021-2022,Group stage,1,Tue,2021-09-14,21:00,Malmöse,0–3,itJuventus,"5,832",Eleda Stadion,Artur Dias,Match Report,
2021-2022,Group stage,1,Tue,2021-09-14,22:00,Dynamo Kyivua,0–0,ptBenfica,"21,657",NSK Olimpijs'kyj,Anthony Taylor,Match Report,
2021-2022,Group stage,1,Wed,2021-09-15,19:45,Sheriff Tiraspolmd,2–0,uaShakhtar,"5,205",Bolshaya Sportivnaya Arena,Deniz Aytekin,Match Report,
2021-2022,Group stage,1,Wed,2021-09-15,19:45,Beşiktaştr,1–2,deDortmund,"22,445",Vodafone Arena,Antonio Matéu Lahoz,Match Report,
2021-2022,Group stage,1,Wed,2021-09-15,20:00,Sporting CPpt,1–5,nlAjax,"20,382",Estádio José Alvalade,José Sánchez,Match Report,
2021-2022,Group stage,1,Wed,2021-09-15,20:00,Manchester Cityeng,6–3,deRB Leipzig,"38,062",Etihad Stadium,Serdar Gözübüyük,Match Report,
2021-2022,Group stage,1,Wed,2021-09-15,20:00,Liverpooleng,3–2,itMilan,"51,445",Anfield,Szymon Marciniak,Match Report,
2021-2022,Group stage,1,Wed,2021-09-15,21:00,Interit,0–1,esReal Madrid,"37,082",Stadio Giuseppe Meazza,Daniel Siebert,Match Report,
2021-2022,Group stage,1,Wed,2021-09-15,21:00,Club Bruggebe,1–1,frParis S-G,"27,546",Jan Breydelstadion,Sandro Schärer,Match Report,
2021-2022,Group stage,1,Wed,2021-09-15,21:00,Atlético Madrides,0–0,ptPorto,"40,098",Estadio Wanda Metropolitano,Ovidiu Hațegan,Match Report,
2021-2022,,,,,,,,,,,,,
2021-2022,Group stage,2,Tue,2021-09-28,18:45,Ajaxnl,2–0,trBeşiktaş,"52,628",Johan Cruyff ArenA,Benoît Bastien,Match Report,
2021-2022,Group stage,2,Tue,2021-09-28,19:45,Shakhtarua,0–0,itInter,"26,170",NSK Olimpijs'kyj,István Kovács,Match Report,
2021-2022,Group stage,2,Tue,2021-09-28,20:00,Portopt,1–5,engLiverpool,"23,520",Estádio Do Dragão,Sergey Karasev,Match Report,
2021-2022,Group stage,2,Tue,2021-09-28,21:00,Real Madrides,1–2,mdSheriff Tiraspol,"24,522",Estadio Santiago Bernabéu,Lawrence Visser,Match Report,
2021-2022,Group stage,2,Tue,2021-09-28,21:00,RB Leipzigde,1–2,beClub Brugge,"23,500",Red Bull Arena,Slavko Vinčič,Match Report,
2021-2022,Group stage,2,Tue,2021-09-28,21:00,Dortmundde,1–0,ptSporting CP,"25,000",Signal Iduna Park,Srdjan Stojanovic,Match Report,
2021-2022,Group stage,2,Tue,2021-09-28,21:00,Paris S-Gfr,2–0,engManchester City,"37,350",Parc des Princes,Carlos del Cerro,Match Report,
2021-2022,Group stage,2,Tue,2021-09-28,21:00,Milanit,1–2,esAtlético Madrid,"35,374",Stadio Giuseppe Meazza,Cüneyt Çakιr,Match Report,
2021-2022,Group stage,2,Wed,2021-09-29,18:45,Atalantait,1–0,chYoung Boys,"8,536",Stadio Atleti Azzurri d'Italia,Felix Brych,Match Report,
2021-2022,Group stage,2,Wed,2021-09-29,19:45,Zenitru,4–0,seMalmö,"15,339",Gazprom Arena,Anastasios Sidiropoulos,Match Report,
2021-2022,Group stage,2,Wed,2021-09-29,20:00,Manchester Utdeng,2–1,esVillarreal,"73,130",Old Trafford,Felix Zwayer,Match Report,
2021-2022,Group stage,2,Wed,2021-09-29,20:00,Benficapt,3–0,esBarcelona,"29,454",Estádio do Sport Lisboa e Benfica,Daniele Orsato,Match Report,
2021-2022,Group stage,2,Wed,2021-09-29,21:00,RB Salzburgat,2–1,frLille,"24,207",Red Bull Arena,Halil Umut Meler,Match Report,
2021-2022,Group stage,2,Wed,2021-09-29,21:00,Juventusit,1–0,engChelsea,"19,934",Allianz Stadium,Jesús Gil,Match Report,
2021-2022,Group stage,2,Wed,2021-09-29,21:00,Bayern Munichde,5–0,uaDynamo Kyiv,"25,000",Allianz Arena,Marco Guida,Match Report,
2021-2022,Group stage,2,Wed,2021-09-29,21:00,Wolfsburgde,1–1,esSevilla,"11,733",Volkswagen Arena,Georgi Kabakov,Match Report,
2021-2022,,,,,,,,,,,,,
2021-2022,Group stage,3,Tue,2021-10-19,18:45,Club Bruggebe,1–5,engManchester City,"24,915",Jan Breydelstadion,István Kovács,Match Report,
2021-2022,Group stage,3,Tue,2021-10-19,19:45,Beşiktaştr,1–4,ptSporting CP,"22,936",Vodafone Arena,Slavko Vinčič,Match Report,
2021-2022,Group stage,3,Tue,2021-10-19,20:00,Portopt,1–0,itMilan,"32,130",Estádio Do Dragão,Felix Brych,Match Report,
2021-2022,Group stage,3,Tue,2021-10-19,21:00,Atlético Madrides,2–3,engLiverpool,"60,725",Estadio Wanda Metropolitano,Daniel Siebert,Match Report,
2021-2022,Group stage,3,Tue,2021-10-19,21:00,Interit,3–1,mdSheriff Tiraspol,"43,305",Stadio Giuseppe Meazza,Danny Makkelie,Match Report,
2021-2022,Group stage,3,Tue,2021-10-19,21:00,Paris S-Gfr,3–2,deRB Leipzig,"47,359",Parc des Princes,Marco Guida,Match Report,
2021-2022,Group stage,3,Tue,2021-10-19,21:00,Ajaxnl,4–0,deDortmund,"54,029",Johan Cruyff ArenA,Jesús Gil,Match Report,
2021-2022,Group stage,3,Tue,2021-10-19,22:00,Shakhtarua,0–5,esReal Madrid,"34,037",Oblasny SportKomplex Metalist,Srđan Jovanović,Match Report,
2021-2022,Group stage,3,Wed,2021-10-20,18:45,RB Salzburgat,3–1,deWolfsburg,"29,520",Red Bull Arena,Daniele Orsato,Match Report,
2021-2022,Group stage,3,Wed,2021-10-20,18:45,Barcelonaes,1–0,uaDynamo Kyiv,"45,968",Camp Nou,Clément Turpin,Match Report,
2021-2022,Group stage,3,Wed,2021-10-20,20:00,Manchester Utdeng,3–2,itAtalanta,"72,279",Old Trafford,Szymon Marciniak,Match Report,
2021-2022,Group stage,3,Wed,2021-10-20,20:00,Benficapt,0–4,deBayern Munich,"55,201",Estádio do Sport Lisboa e Benfica,Ovidiu Hațegan,Match Report,
2021-2022,Group stage,3,Wed,2021-10-20,20:00,Chelseaeng,4–0,seMalmö,"39,095",Stamford Bridge,François Letexier,Match Report,
2021-2022,Group stage,3,Wed,2021-10-20,21:00,Lillefr,0–0,esSevilla,"34,362",Stade Pierre-Mauroy,Michael Oliver,Match Report,
2021-2022,Group stage,3,Wed,2021-10-20,21:00,Young Boysch,1–4,esVillarreal,"27,398",Wankdorfstadion,Sergey Karasev,Match Report,
2021-2022,Group stage,3,Wed,2021-10-20,22:00,Zenitru,0–1,itJuventus,"18,717",Gazprom Arena,Sandro Schärer,Match Report,
2021-2022,,,,,,,,,,,,,
2021-2022,Group stage,4,Tue,2021-11-02,18:45,Wolfsburgde,2–1,atRB Salzburg,"16,112",Volkswagen Arena,Artur Dias,Match Report,
2021-2022,Group stage,4,Tue,2021-11-02,18:45,Malmöse,0–1,engChelsea,"19,551",Eleda Stadion,Felix Brych,Match Report,
2021-2022,Group stage,4,Tue,2021-11-02,21:00,Bayern Munichde,5–2,ptBenfica,"50,000",Allianz Arena,Szymon Marciniak,Match Report,
2021-2022,Group stage,4,Tue,2021-11-02,21:00,Atalantait,2–2,engManchester Utd,"14,443",Stadio Atleti Azzurri d'Italia,Slavko Vinčič,Match Report,
2021-2022,Group stage,4,Tue,2021-11-02,21:00,Villarreales,2–0,chYoung Boys,"14,890",Estadio de la Cerámica,Serdar Gözübüyük,Match Report,
2021-2022,Group stage,4,Tue,2021-11-02,21:00,Juventusit,4–2,ruZenit,"20,053",Allianz Stadium,Alejandro Hernández,Match Report,
2021-2022,Group stage,4,Tue,2021-11-02,21:00,Sevillaes,1–2,frLille,"29,369",Estadio Ramón Sánchez Pizjuán,István Kovács,Match Report,
2021-2022,Group stage,4,Tue,2021-11-02,22:00,Dynamo Kyivua,0–1,esBarcelona,"31,378",NSK Olimpijs'kyj,Ovidiu Hațegan,Match Report,
2021-2022,Group stage,4,Wed,2021-11-03,18:45,Milanit,1–1,ptPorto,"39,675",Stadio Giuseppe Meazza,Clément Turpin,Match Report,
2021-2022,Group stage,4,Wed,2021-11-03,18:45,Real Madrides,2–1,uaShakhtar,"38,105",Estadio Santiago Bernabéu,Benoît Bastien,Match Report,
2021-2022,Group stage,4,Wed,2021-11-03,20:00,Manchester Cityeng,4–1,beClub Brugge,"50,228",Etihad Stadium,Antonio Matéu Lahoz,Match Report,
2021-2022,Group stage,4,Wed,2021-11-03,20:00,Sporting CPpt,4–0,trBeşiktaş,"40,835",Estádio José Alvalade,Sergey Karasev,Match Report,
2021-2022,Group stage,4,Wed,2021-11-03,20:00,Liverpooleng,2–0,esAtlético Madrid,"51,347",Anfield,Danny Makkelie,Match Report,
2021-2022,Group stage,4,Wed,2021-11-03,21:00,RB Leipzigde,2–2,frParis S-G,"39,794",Red Bull Arena,Andreas Ekberg,Match Report,
2021-2022,Group stage,4,Wed,2021-11-03,21:00,Dortmundde,1–3,nlAjax,"54,820",Signal Iduna Park,Michael Oliver,Match Report,
2021-2022,Group stage,4,Wed,2021-11-03,22:00,Sheriff Tiraspolmd,1–3,itInter,"5,930",Bolshaya Sportivnaya Arena,Felix Zwayer,Match Report,
2021-2022,,,,,,,,,,,,,
2021-2022,Group stage,5,Tue,2021-11-23,18:45,Villarreales,0–2,engManchester Utd,"20,875",Estadio de la Cerámica,Felix Brych,Match Report,
2021-2022,Group stage,5,Tue,2021-11-23,19:45,Dynamo Kyivua,1–2,deBayern Munich,"28,732",NSK Olimpijs'kyj,Halil Umut Meler,Match Report,
2021-2022,Group stage,5,Tue,2021-11-23,20:00,Chelseaeng,4–0,itJuventus,"39,513",Stamford Bridge,Srđan Jovanović,Match Report,
